claim,label
"2002 yılından beri Türkiye ekonomisinin seyrine bakıldığı zaman, hedeflerin büyük oranda tutturulmuş olduğunu görüyoruz.",mostly false
Ebola ist in Italien ausgebrochen. Mittlerweile sind 40 Fälle von Ebola in Italien registriert.,false
ثروت ۲۶ نفر معادل ثروت نیمی از مردم جهان است.,true
"AB ortalamasının %14,3, OECD ortalamasının %11,2, Güney Kore’nin %10,4, Meksika’nın %7,2 sahip olduğu bir dönemde, %25'in üzerinde genç işsizlik oranı",mostly true
"Türkiye'de Süryanice eğitim veren okul bulunmuyor, 1928'de kapatılan son okuldan sonra bu eğitim yapılamıyor, sadece bir anaokulu var.",true
Mehmet Özhaseki'yi Afrika'daki Fethullahçı bir okulun önünde gösteren fotoğraf iddiası,true
"Gençliğimizde 10 kişiden biri üniversiteye girebiliyordu, artık açıkta kalma yok.",false
"Son 15 yılda, 241 polis, 91 asker, 17 özel timci, 15 korucu ve 45 gardiyan tecavüz suçundan yargılandı, ancak hiçbiri ceza almadı.",mostly false
Pentagon’un UFO görüntüleri yayınladığı iddiası,true
Türkiye dünyanın en uzun köprüsünü Marmara Denizi'nin üzerine yapmaya başladı.,mostly false
Cumhurbaşkanlığı Külliyesi'nde zikir,true
"Zarar eden PTT, geçen yıl itibarıyla cirosunu 1 milyar doların üzerine çıkarmıştır. 200 milyon dolar civarında da bir net karı var.",mostly true
AKP iktidarında Sağlık Bakanlığı’nın hastane sayısı yüzde 10 artarken özel hastane sayısı yüzde 102 artış gösterdi.,true
در بین اقشار، بیشترین و بالاترین آمار شهدا مربوط به صنف روحانیت است.,false
Türkiye'nin artık cari açık diye bir sorunu kalmamıştır.,false
"Das sind die Bilder, die die Medien und die Regierungen uns vorenthalten. SO geht Macron mit friedlichen Demonstranten um!",mostly false
AstraZeneca muss Impfstoff zurückziehen,mostly false
Kamudan KHK’ler ile ihraç edilenlerin 41.705’i (yüzde 31) eğitim ve yükseköğretim kurumlarından.,mostly true
"'İstihdamı artıracağız' dediler, işsizlik rekoru kırdılar.",mostly true
Asylbewerber bekommen den Führerschein zum Nulltarif,mostly false
Großbritannien schlägt sieben Jahre Gefängnis für die Kritik am Islam vor,mostly false
Aussagen aus dem AfD-Wahlprogramm für Sachsen,mostly true
"2002 yılında 36,9 milyar lira olan tarımsal gelirimizi 2017 yılına geldiğimiz zaman 188 milyar liraya çıkarmışız.",mostly false
"Daten der Helios-Kliniken belegten, dass so gut wie keine Intensivbetten mit Covid-19-Patienten belegt seien, die Pandemie sei also nicht gefährlich.",mostly false
سالانه ۱۷ هزار نفر در تصادفات جاده‌ای ایران کشته می‌شوند.,true
Video von einer mit Gülle besprühten Präfektur in Frankreich,false
Die Anwesenheit des Kindes in der Schule reicht laut WHO als Einwilligung zur Impfung,mostly true
Madenlerde bu AKP döneminde iş kazası artmış.,mostly false
BM'de temsil edilmeyen bir gücün Türkiye'den geçmesine izin verilerek Türkiye anayasal bir suç işlemektedir.,false
„Corona-Regeln: Sachsen droht Eltern mit Kindesentzug“,mostly true
(2014 ilk çeyrek için açıklanan milli gelir hakkında) Yüzde 7 reel olarak dolar bazında düştü.,mostly false
Boşanma oranlarında son 6 yılın en düşük rakamlarını bu yıl yakalamış olduk.,true
گفت‌و‌گوی ضبط شده دو خبرنگار آمریکایی در کاخ سفید درباره «سرکاری بودن کرونا» و اینکه «واکسن کووید۱۹ زده‌اند»,mostly false
Churchill heykelinin kaplaması üzerine 'açmayın içinde ırkçı var' yazıldığını gösteren fotoğraf montaj,false
Kamu İhale Kanunu 12 yılda dolaylı ve direkt olarak tam 164 defa değiştirilmiştir,mostly true
"Dünyada ihtiyaç duyulan elektriğin yüzde 66'sı fosil yakıtlardan üretiliyor. Türkiye yüzde 32,2 yenilenebilir kaynaklardan elektrik üretim değeri ile dünya ve Avrupa ortalamasının üstünde yer alıyor.",true
5G führt zu Blutgerinnung und Sauerstoffmangel,false
"TSK NATO’nun 2. büyük ordusu, dünyanın 5. büyük ordusudur",mostly false
Türkiye'de asgari ücret 280 dolara indi. 280 dolarlık asgari ücret Avrupa'nın neresinde var?,mostly true
"Enerji Bakanı kamuoyunu yanlış bilgilendiriyor, Şırnak'ta %80 kaçak doğru değil",mostly false
"Özel sektörde; finansal kesimin dış borcu 170 milyar $, reel kesimin dış borcu 150 milyar $ olmak üzere, özel sektörün toplam dış borcu 320 milyar $’a yükseldi.",mostly true
"Dokumente zeigen: Obama befahl der CIA, ISIS auszubilden",false
Avrupa'da en ucuz doğalgaz satan ülke Türkiye'dir. Elektrikte de en ucuz satan ilk 5 ülke arasındadır.,false
"Bakın, Çandarlı Limanı bittiği zaman, arka planda dünyanın en önemli, Rotterdam Limanı'ndan daha büyük, muhteşem bir ihracat üssü olacak.",false
Paris'te sokak yıkanan suda yeni koronavirüs tespit edildi diye çatışma çıktığı iddiası,false
Armutsmigrant schleift 3 Jährige vom Campingplatz ins Gebüsch um sie zu vergewaltigen,mostly false
"İş Kanunu gereği, kamu kuruluşları yüzde 4, özel sektör yüzde 3 engelli çalıştırmak zorunda. Kamuda, çalışan personelin karşılığı olarak 61 bine yakın engelli çalıştırma zorunluluğu var. Kamuda yaklaşık 35 bin engelli çalışıyor.",mostly true
Anayasa Uzlaşma Komisyonu’nun 21 aylık süresinde Meclis’te temsil edilen partilerin dördünün de anayasa taslağı olmadı,mostly false
"''(Tasarruf oranları) Çin'de yüzde 52, Hindistan'da yüzde 35, AB'de ülkeye göre yüzde 22, 23, 24 olan tasarruf oranlarının Türkiye'de ise halen yüzde 13.4''",mostly true
Videonun İstanbul Havalimanı’nın sular altında kaldığını gösterdiği iddiası,false
CLAIM: The Facebook lives from ISS broadcasted by UNILAD and Viral USA are fake.,true
"Ağustos ayında TL %40 a yakın değer kaybetti, bu Türkiye dalgalı döviz kuruna geçtiği 2002 yılından beri en yüksek değer yitirişi",false
"Pille gegen Hepatitis C kostet in Deutschland 100.000 Euro, in Indien 800 Euro",mostly false
"Türkiye artık 16 büyük ekonomiden birisi değil, en kırılgan ekonomiye sahip, büyümesi de azalmış bir ülke.",mostly true
Der Corona-Test verursacht eine hämato-enzephalische Barriere Schädigung in der Schädeltiefe.,false
Türkiye'de asgari ücret 280 dolara indi. 280 dolarlık asgari ücret Avrupa'nın neresinde var?,mostly true
رشد پایه پولی سال ۱۳۹۸ فاصله چندانی با متوسط ۵۰ ساله ندارد.,false
"Geçen yılı 12,3 milyar dolarlık uluslararası yatırımla kapattık. Bu yılın ilk dört ayında 3,6 milyar ile geçen yılın üzerine çıktık. Amerika ve Avrupa ile birlikte Körfez ve Uzak Doğu Asya ülkelerinin payının da giderek yükseldiğini görüyoruz.",mostly false
Karussellautos sind jetzt tabu,false
"Türkiye’de üniversite öğrencisi sayısı iki milyon civarında, ancak onlar için sağlanan yurt sayısı bunun onda biri.",false
"Çin’in, İsrail’in ihracatının üçte birini, yüksek teknolojili ürünler oluştururken, bizim ihracatımızda, yüksek teknolojili ürünlerin oranı yüzde beş bile değil",mostly true
"Bizim görevde olduğumuz dönemde, benim bakanlıktan ayrıldığım dönemde Hazine yaklaşık yüzde 10 faizle borçlanıyordu. Enflasyon %7 idi.",mostly true
Syrer- Gang schießt und sticht Mann in Neu Anspach mit Messer krankenhausreif,mostly false
"2003’te hanehalkı borcunun gelire oranı yüzde 5,1 iken, bu oran 2014’ün ilk 6 ayında yüzde 54 oldu.",true
Yirmi yıl içerisinde 4 bin metreküp olan kişi başına düşen su miktarı 1.400 metreküpe düştü.,mostly false
"İstanbul’da denizin altından biliyorsunuz Marmaray’ı yaptık, bunu yapan biziz. Bununla ilgili ne Demirel’in, ne Ecevit’in burayla ilgili en ufak bir katkısı yok.",mostly false
"1986 yılında nükleerin elektrik üretimindeki payı yüzde 16’ydı, bugün yüzde 11’e düştü.",mostly true
"Angela Merkel bekommt ab dem 1. April eine Gehaltserhöhung von 760 Euro. Somit steigt ihr Gehalt von 24.300 Euro auf 25.060 Euro. Zudem steigen die Gehälter der Minister von 20.820 auf 21.460, sowie die der Parlamentarischen Staatssekretäre von 18.260 auf 18.000 pro Monat.",mostly false
"NASA, sülfür dioksit ve asit yağmuru tehlikesi",true
"2019 Mart’ında 120 milyon $ olan cari açık 2020 mart ayında, 1 ayı söylüyorum 40 kat artmış değerli arkadaşlar, 40 kat",true
"Almanya'da neredeyse güneş yok, neredeyse enerjisinin üçte birini güneş enerjisinden sağlıyor.",false
Türkiye’nin Irak’la olan ihracatı Haziran ayında yüzde 21'e gerilemiştir”',true
Seçim bir siyasi faaliyet değildir.,false
İçinden plastik çıkan Mars ve Snickers marka çikolataların toplatıldığı iddiası,true
dünyanın hiçbir ülkesinde Cumhurbaşkanı ayrı bir hukuksal korumaya bürünmüyor.,false
Sendika ve sivil toplum örgütlerinin verilerine göre son 10 yılda en az 12 bin işçi yaşamını yitirdi.,true
Vergi gelirleri misli ile 4-5 kat arttı.,mostly false
Bild mit mehreren Behauptungen zu Wahlprogramm der AfD 2017,mostly false
Fotonun koronavirusdan ölən Türk həkim Seyfi Al ilə oğlunun son görüşünü göstərdiyi iddiası,false
Mescid-i Haram’da çekirge istilası yüzünden namaz kılınamadığı iddiası,false
Finanzämter gehen gegen zu günstige Mieten vor,true
2002 yılında hızlı bant internet kullanan kişi sayısı 20 bindi. Biz birçok Afrika ülkesinden daha kötü durumdaydık. Bugün ki kullanıcı sayımız 40 milyona dayandı.,mostly false
PTT'nin bekçi alımı için ücreti 250 TL olan bir sınav yaptığı ve bu sınava 350 bin kişinin başvurduğu iddiası,false
"Doğalgaz santralleri elektrik üretmiyor… Kasım ayında elektriğin yüzde 37’si bu santrallerde yapılıyordu, yüzde 17’ye düştü bu oran.",mostly false
"Türkiye, karbon salımı en çok artan ülkelerden birisi, hiçbir tedbir alınmıyor.",true
80 yılda yapılan 58 fen lisesi sayısını 302´ye çıkardık.,mostly true
Bauer versus Aslyant,false
"İhracatta 6 milyar, turizmde 6-7 milyar dolar Rusya'dan gelir elde ediyoruz. Bir de bavul ticareti var; 2013'te 8,5 milyar, 2014'te 6 milyar dolara düşen bir tablo. Kriz derinleşirse, Türkiye'nin 20 milyar dolar kaybı olacağı göz önünde bulundurulmalı.",mostly true
Vorprogrammierter Wahlbetrug in Bayern: Fehlende Briefwahlstimmen werden mit GRÜN aufgefüllt,false
Dalai Lama: Europa gehört den Europäern und Flüchtlinge müssen nach Hause gehen,mostly true
"200 milyar dolara yakın bir bütçemiz var bizim 2016’da. Yalnız bu bütçenin çoğu, personel harcamalarına, cari harcamalara gidiyor. 200 milyar dolarlık bütçenin ancak 10’da 1'i yatırımlara gidiyor.",true
"Almanya Türkiye'nin bir numaralı ticari ortağı, Hollanda da Türkiye'de en büyük doğrudan yatırım yapan ülke konumundadır.",true
AKP’nin uyguladığı enerji politikaları dışa bağımlılık üzerine kurulu. 2000’de yüzde 67 olan enerjide dışa bağımlılık 2017’de yüzde 76’ya ulaştı.,mostly true
Rentenvergleich Österreich und Deutschland,mostly true
Nasreddin Hoca kitabında çok eşlilikten bahsedildiği iddiası,true
Mersin İl Müftülüğü'ne çocuk evlendirme dairesi pankartı asıldığı iddiası,mostly false
Fotoğraftaki yılan montajlanmış,false
Flüchtlinge fahren kostenlos Bahn,mostly true
Rumeli Hisarı'na mescit yapıldığı iddiası,true
"Çin’in, İsrail’in ihracatının üçte birini, yüksek teknolojili ürünler oluştururken, bizim ihracatımızda, yüksek teknolojili ürünlerin oranı yüzde beş bile değil",mostly true
"İstanbul, Türkiye'nin vergisinin yüzde 50'sini veriyor ama yüzde 10'unu bile almıyor.",mostly true
Videonun Japonya'da görevlilerin yolcuları metroya sığdırmaya çalıştığını gösterdiği iddiası,true
"Yani CHP’nin son 55 yıl içinde tarihi zafer diye andığı 77 seçimleri tek başarı hikayesi, birinci çıktı, şu anda bizim ulaştığımız çizginin altındadır.",mostly true
1995 seçimlerinden 2011 seçimlerine kadar baktığımızda hükümet kurma görevinin yemin töreninden sonraki 3 gün içinde belirlendiğini biliyoruz.,true
Gautinger Tafel lädt zu Nikolausfest ausschließlich Migranten ein,false
İstanbul Ticaret Üniversitesi'nin sitesinde şehit çocukları için farklı bursların yer aldığı iddiası,true
"Büyüme rakamımız, AB ortalamasının neredeyse iki katına çıktı.",true
"Söylenenin aksine Türkiye tarım ürünlerinde ithalatçı bir ülke değil, net ihracatçı bir ülkedir.",false
"Hastane yatak kapasitesini 136 bin ilaveyle 240 bine, doktor sayısını 94 bin ilaveyle 231 bine ve toplam sağlık çalışanı sayısını da 550 bin ilaveyle 928 bine yükselttik.",mostly false
Onlar (Suriyeli sığınmacılar) gelmeden önce petrolün fiyatı ne kadardı? Varili 100 doların üzerindeydi. Şimdi ne kadar? 50 dolar civarında.,true
Brezilya'dan ithal edilen hayvanların Türkiye'ye kötü koşullarda getirildiği iddiası,true
"Niemand ist in Hamburg an Corona gestorben. In Italien sind 96 Prozent der Corona-Toten an anderen Ursachen gestorben. Das RKI hat Apotheken verboten, Antikörpertests zu verkaufen.",mostly false
Was passiert in Deutschland? Wieso berichten die Medien sowas nicht??,mostly false
Türkiye'de elektrik üretimi tüm zamanların en yüksek değeri olan 43 bin megavatın üzerine çıktı.,mostly true
on dört yıldır 6 kez vergi affı çıkarıldı.,true
‘Dağdan geçmeyen tünel’ fotoğrafı aslında neyi gösteriyor?,true
Hollanda’da bir kilise çanlarıyla 'Uzun İnce Bir Yoldayım' çalındığı iddiası,true
"Türkiye’de basın özgürlüğü yoktur. Bunu bütün dünya tespit etmiştir, AB tespit etmiştir. Uluslararası kuruluşlar tespit etmiştir.",mostly true
Türkiye Avrupa’da boşanma hızının en düşük olduğu ülkeler arasında.,mostly true
Fotoğrafların Şile’de yaşanan su kesintisini gösterdiği iddiası,true
"Es gibt Patente zum aktuellen Coronavirus, u.a. hat Bill Gates eines und er hat auch den Ausbruch vorhergesagt.",mostly false
Kein entflohener Komodowaran in Taunus unterwegs,false
"Almanya'da işsiz üniversite mezunu yüzde 4, bizde yüzde 30.",mostly false
Her 100 dolarlık dış borç için ülkelerin kasasında ne kadar döviz rezervi var ona bakmışlar. Türkiye’de 16 dolar. Borcuna göre kasasında en az para olan ülke Türkiye. (Gelişmekte olan piyasa ekonomileri içerisinde),true
(Yasa dışı göçmenlere atfen) Türkiye’den ne kadar gitmiş? Bunun dörtte 1’i civarında her sene gidiyor ama bir önceki yılla mukayese edildiğinde ciddi bir düşüş söz konusu Türkiye’den Avrupa’ya geçişlerde,mostly true
"Dünyada gıda fiyatları bir yılda yüzde 20 gerilemiştir. Çelişkiye bakınız ki, Dünyada gıda ürünleri ucuzlarken, bizde artmaktadır.",mostly true
"Dış ticaret açığı 77 milyar dolar açık vermişiz. Yani sattığımızla aldığımız arasındaki fark, bizim zararımıza 77 milyar dolar.",true
Angela Merkel: Flüchtlinge sollen Vorrang haben.,false
Die AfD bietet Teilnehmern einer Demo finanzielle Unterstützung an.,true
"2013 yılındaki 407 bin iş davasının 190 bini sonuçlandırıldı, 217 bini sonraki yıla devretti.",mostly true
Foto: „Steinmeier macht Urlaub in Südtirol – Natürlich ohne Maske und Abstand“,true
"Kardinal George Pell habe gesagt, „Abtreibung ist schlimmer als Kindesmissbrauch“",mostly true
"Gaziantep’te 200 bin Suriyeli var. 34, 35 bini kamplarda kalıyor geri kalanı şehirde dolaşıyor. Gaziantep’in kabul edebileceği sınır aşılmıştır.",true
"Çay alımlarına toplam 4,6 milyar lira ödedik.",true
قطع اینترنت در آشوب‌های اخیر اقدامی قانونی بود.,false
AfD-Wähler sollen sich in der Wahlkabine fotografieren um ein Meet & Greet mitJörg Meuthen zu gewinnen,false
...bu karar (metal işçilerinin grevinin ertelenmesi) iktidarın 7'nci grev ertelemesi.,true
قیمت دلار از ابتدای انقلاب تاکنون ۷۰۰۰ برابر افزایش یافته است,false
"Türkiye, 10 milyar liradan 50 milyar liraya sağlık  harcamasını taşıyan bir noktaya gelmiştir",mostly false
...ülkedeki çalışan sayısı 21 Avrupa ülkesinin nüfusundan daha fazla.,true
Türkiye’de istihdam edilen 8 milyon kadının sadece %45’i kayıtlı çalışan durumundadır. Tarım sektöründe çalışan kadınların ise %90’ı kayıtsız çalışmaktadır.,mostly true
در آمریکا خانواده‌های متعددی ۱۰ تا ۱۲ فرزند دارند و داشتن ۵ تا ۶ بچه کاملا معمول است.,false
"Kita verbietet Kindern, sich an Fasching zu verkleiden",mostly false
"Soma Termik Santrali, Türkiye elektrik üretiminin yüzde 7'sini karşılıyor.",false
22 yıl sonra ilk kez sokağa çıkma yasağına Yeni Türkiye'de tanık oluyoruz.,false
میزان ارزبری تولید خودرو ۵۰ درصد کاهش یافته است.,false
Ambalajlardaki (F) işaretinin içeceklerdeki mısır şurubunu gösterdiği iddiası,true
Kıbrıs’a hayat verecek proje ile 2050 yılına kadar KKTC'nin bütün içme suyu ihtiyacını karşılayacağız.,mostly false
2003-2006 döneminde yolsuzlukla etkin mücadele amacıyla bu alanda önemli 7 adet uluslararası sözleşmeye taraf olunmuştur.,mostly false
Bursa'da hava kirliliği Dünya Sağlık Örgütü limitlerinin 10 katı...,true
Şilili reklamcı Ferrada'nın Hayır kampanyası hakkında söylediği iddia edilen sözler,mostly false
Ben 2002’de Hazineden sorumlu bakan olarak başladığımda Türkiye’de faizler %66 idi. Enflasyon %29’du. Ülkede 35 yıl çift haneli enflasyon görmüştük. Tek haneli enflasyonu Türkiye’de hemen birkaç yıl içerisinde gördük.,mostly true
[برخی] حقوقدانان شورای نگهبان تحصیلکرده انگلیس‌اند.,true
Vegan beslenen iş insanı dışkısını bağışlayarak öğrencilere burs sağladı,true
"2017’de tarımsal kesime 12,7 milyar lira destek verildi; aynı dönemde 8 ürünün ithalatına 20,6 milyar ödeme yapıldı.",true
"1990'dan 2002'nin sonuna kadar dünya bütün hızıyla kalkınıp, ilerlerken, Türkiye'yi koalisyona bunlar mahkum ettiler.",false
"580 Meter lange Strasse in Hamburg für Diesel gesperrt, Ausweichroute 3,4 Kilometer lang",mostly true
"Ulla Jelpke (Linke) heute im BT: Wir können die Maghreb nicht als sichere Herkunftsländer einstufen, weil dort die Mehrheit der Bevölkerung islamisch ist.",false
Hollanda'da suçlu olmadığı için hapishaneler kapatılıyor,true
"Türkiye, Yaşam Kalitesi Endeksi'nde maalesef son sıralarda.",mostly true
Sozialminister Manne Luche fordert Impfung mit giftigem Formaldehyd,mostly false
Der Artikel wird mit einem Bild einer Frau aus Gaza illustriert.,mostly true
Çaykur Varlık Fonu'na devredildiğinden beri zarar ediyor: Kâr öngördü zarar 657 milyon oldu,true
"SKANDAL: Medien schweigen – Macron gibt Erlaubnis, Feuer gegen Gelbwesten zu eröffnen",mostly false
Avrupa’da doğalgazı en ucuz kullanan ülke Türkiye.,false
"Dış politika kaynaklı iç sorunlardan dolayı ilk defa 2014 yılında, Türkiye'de yerleşik kurulu firmalar yurt dışında 6,5 milyar dolar yatırım yaptı.",mostly false
"15 ile 64 yaş arası Türkiye’de hayatında 1 kere uyuşturucu denemiş kişilerin oranı yüzde 2,7",true
سقط جنین ۲۰ برابر تلفات سوانح رانندگی کشور است.,mostly false
"Türkiye havacılıkta dünyada 11., Avrupa’da 5. sıraya yükseldi. THY Avrupa’nın 2. büyük şirketi haline geldi.",mostly true
"(Çanakkale’deki 4 adet) Mevcut termik santrale, yakın zamanda 15 termik kömür santralinin eklenmesi planlanıyor. 16 bin 828 MW kurulu güce sahip olacak 19 santralin sadece 504 MW kapasiteli olan 3'ü yerli kömür kullanacak.",mostly true
Elektroauto brennt und explodiert auf A8,false
Balıkesir ili Türkiye genel bütçesine yaptığı katkının ancak beşte 1'i kadar yatırım alıyor.,true
"G20’nin kalkınma hedefi yüzde 2, Türkiye ise ortalama yüzde 5 büyüyor",mostly true
"Tafeln, Bundestagsdiäten, Kinderarmut",mostly true
"Die Seite „politikstube.com” suggeriert, dass die Stadt Rottweil besonders teuer ausgestattete Wohnungen für Flüchtlinge baut.",mostly true
Yeni koronavirüsün DNA’sıyla oynandığı iddiası,false
"6 milyon 200 bin işsizimiz var. Son iki ayda işsiz kalan kişi sayısı 1 milyon 300 bin. 400 bin kişi bir yıldır iş arıyor, bulamıyor.",true
"Türkiye'deki eğitim standartları İngiltere'den, hatta Amerika'dan daha iyi.",false
"Çocuklara karşı cinsel saldırı, taciz ve tecavüz davalarında 2008'den 2013'e kadar yüzde 400 artış var.",mostly false
AKP iktidara geldiğinden beri 2 trilyon dolar ithalat yapmışız; 1.3 trilyon dolar ihracat yapmışız; aradaki fark dış ticaret açığı.,true
"Acile başvuru sayısı bir yılda 110 milyon. ABD'de 130 milyon, İngiltere 23 milyon.",true
Covid-19 sebebiyle ölen kişilerin cenaze ve defin işlemleriyle ilgili iddialar,mostly false
ایران جزو ۲۰ کشور اول مهاجرفرست نیست.,true
"Wer MUNDSCHUTZ trägt, STECKT SICH AN! Neue STUDIE!",mostly false
"Terörden olumsuz etkilenen 21 ilde bu yılın 10 ayında 11 bin 354 esnaf kapısına kilit vurdu, kapanan şirket sayısı 1.549'a ulaştı.",mostly false
Französische Ärzte legen Kittel nieder aus Protest gegen Corona-Schwindel,mostly false
(bebek ölümleri oranı hakkında)…OECD ülkelerinin yaklaşık 30 yılda başardığını Türkiye 10 yılda başardı.,mostly true
"Büyüme rakamımız, AB ortalamasının neredeyse iki katına çıktı.",true
"Sanayi Üretimi Endeksindeki %17,6’lık artışla Türkiye, haziran ayında Avrupa sıralamasında ilk sırada yer aldı",mostly false
"Bombayı şimdi söylüyorum. Bir 5 milyar $’lık swap yaptık Katar’la bir de 10 milyar $’lık. Türkiye maliyesini, hazinesini merkez bankasını buradan uyarıyorum. 10 milyar $ karşılığında depoya kaç milyar TL koydunuz? Soruyorum 68 milyar mı koydunuz 125 milyar mı koydunuz? Bir bilgiye dayanarak söylüyorum",false
Erschreckende Studie: Krebspatienten sterben mit Chemotherapie schneller als ohne Behandlung,false
Fotoğrafın İspanyol gribi salgınında maske takan bir kediyi gösterdiği iddiası,true
"Türkiye'de yaşanan gelişmeler nedeniyle ülkeye yatırımcı gelmiyor, mevcut yatırımcılar da yurtdışına gidiyor.",true
بیش از ۲۳ هزار دانشجوی افغانستانی در دانشگاه‌های ایران تحصیل می‌کنند و هر دانشجو سالانه ۱۵ هزار یورو هزینه دارد.,false
Polizei und Sicherheitsbehörden rüsten sich für Bürgerkrieg in Deutschland,false
On dört senede 17 bine yakın işçi iş cinayetlerinde öldürüldü.,true
Bußgeld nur für Deutsche: Massengebet von Moslems straffrei,mostly false
Fotoğrafın Kuzey Kore Lideri Kim Jong-Un’un naaşını gösterdiği iddiası,false
(İşsizlik Sigortası Fonunda) 31 Temmuz 2016 tarihi itibarıyla birikmiş olan para ne kadar? 98.3 milyar lira. Bu paranın sadece 11 milyar lirası yani yüzde 12'si gibi bir oran bu İşsizlik Fonu'nun kuruluş amacına ve felsefesine uygun olarak harcanmıştır.,true
Syrer- Gang schießt und sticht Mann in Neu Anspach mit Messer krankenhausreif,mostly false
"İstanbul, Türkiye'nin vergisinin yüzde 50'sini veriyor ama yüzde 10'unu bile almıyor.",mostly true
"Türkiye'nin dış ticaret hacmi 4 buçuk milyar dolardan, 450 milyar dolara ulaştı.",false
Merkez Bankası son 8 yılda 6 kez enflasyon hedefini ıskalamıştır,true
"Das Arbeitsministerium will Zwangsarbeit einführen, um Migranten zu finanzieren.",false
Kai Gniffke: „Ich kann diese Lügen und Manipulationen der deutschen Öffentlichkeit nicht länger ertragen und erkläre hiermit meine sofortige Kündigung“.,false
"Claudia Roth habe auf Twitter geschrieben: „Ihr Deutschen habt doch sowieso keine Kultur und keine Identität mehr, also wofür jubeln? Wir grünen werden schon dafür sorgen das [sic!] alles Deutsche verschwindet und endlich der Islam einzieht“",false
"Akşam, 'Atatürk Havalimanı güvenli' haberini saldırının ardından kaldırdı",true
Özel sektör firmalarının borcu öz kaynaklarının yüzde 175'ine ulaşmıştır.,mostly true
Bazı ülkelerde Covid-19 tedavi masraflarını gösterdiği iddia edilen tutarlar,mostly false
Birleşik Krallık Türkiye için Avrupa’daki en büyük ihracat pazarı. Toplam ticaret hacmimiz 16 milyar doların üzerindedir.,mostly true
Bütün dünyada doların değer kazanması sonrasında ulusal para birimlerinde benzer bir trend yaşanıyor.,mostly false
Durch nordafrikanische Flüchtlinge: AIDS-Rate in Schweden um 300% gestiegen.,false
İktidarımızda Türkiye'yi tarımsal üretimde Avrupa'nın bir numarası yaptık.,mostly true
Mustafa Kemal Atatürk'ün meclis başkanlığına bir oy farkla seçildiği iddiası,false
در آمریکا خانواده‌های پرجمعیت تشویق می‌شوند.,false
Cumhurbaşkanlığı Hükümet Sistemi’nde kişi başına düşen borç miktarı 11 bin 970 liradan 21 bin 800 liraya çıktı,true
Markete giren silahlı hırsızı etkisiz hale getiren kaykaycı hırsızlar,false
Fotoğraf 23 Haziran İBB seçimi için İstanbul'a dönen seçmenleri değil Pekin'deki trafiği gösteriyor,false
"Biz, Güney Kore'den önce otomobil ürettik. Bugün Güney Kore'nin dünya çapında 3 markası var, bizim otomobil markamız yok.",mostly false
"Türkiye'nin buğday rekoltesi 2015'te 22,6 milyon tonla beklenenin üzerinde gerçekleştiği. Bu, 2014'te 19 milyon ton civarındaydı. Türkiye'nin geçen yıl 1,1 milyar dolarlık buğday ithalatı oldu, bunun da büyük bölümü Rusya'dan karşılandı.",true
20 Asylwerber traten in Hungerstreik: Sie fordern 2.000 Euro netto Taschengeld,mostly true
2002’de 100 bin işçide 16 işçi hayatını kaybederken 100 bin işçiden 6 ölüm gerçekleşme noktasına geldik.,mostly false
Soylu'nun Suriyeli mülteciler hakkında 'Hem güvenliğimiz hem de refahımız tehdit altında' dediği iddiası,false
Parası değer kaybeden gelişmekte olan ülkelerin tamamı petrol üretenler.,mostly false
Dalai Lama für Heimkehr von Flüchtlingen nach Ende der Gefahr,true
Muslimischer Mensch läuft 30 Minuten nach Ausbruch des Feuers auf Notre-Dame herum,mostly false
"Weil die Renten um drei Prozent steigen, müssten künftig 48.000 Senioren ihre Rente versteuern. Damit steige die Zahl der steuerpflichtigen Rentner auf 4,98 Millionen.",mostly true
Ekonomik özgürlükler endeksinde 180 ülke içinde 68. sıradayız.,mostly true
Halkın yüzde 55'i AB'ye olumlu bakıyor.,true
Instagram: Angebliches Video und Fotos von in China inhaftierten Uiguren,mostly false
Türkiye'de elektrik üretimi tüm zamanların en yüksek değeri olan 43 bin megavatın üzerine çıktı.,mostly true
Sunay Akın'ın Oyun Müzesi'nin müftülüğe devredildiği iddiası,mostly false
Türkiye'de her gün yaklaşık 10 kişi intihar ediyor. Halkın psikolojisi bozuldu. Bu devirde imam intihar ediyorsa cemaat ne yapmaz?,mostly false
Genç Müslüman Kadınlar İçin Liderlik programına 1 milyon 163 bin TL harcandığı iddiası,true
"Aile gelirinin borca oranı 2002’de yüzde 4,7’ydi. Şimdi bu oran yüzde 57.",mostly true
Erzurum en fakir 3 ilden bir tanesi.,mostly true
Pensilvanya'da Gülen'in evine giden yollarda AK Parti reklamları,true
Merkel traf Ministerpräsidenten am 17. Juni ohne Abstand und Masken,mostly false
"Maarsmänchen erlaubt Kindersendung, ist das für einen politiker normal. Oder möchte er sich selber schützen",mostly false
Videonun Suriye'deki bir stadyumda 'Çav Bella' şarkısını söyleyen taraftarları gösterdiği iddiası,true
Bayern zahlt keine Sofort-Hilfe für Unternehmen bis 10 Mitarbeiter – Enttäuschung für viele Unternehmen,mostly false
CLAIM: The Facebook lives from ISS broadcasted by UNILAD and Viral USA are fake.,true
"2002'de kişi başına dış borç bin 963 dolarken, bugün 5 bin 224 dolar oldu.",true
Türkiye yolsuzluk algısında rekor puan kaybedip en kötü şekilde gerileyen ülke,mostly true
Zwei Kinder werden vermisst.,mostly true
